,Row.names,Protein.Ids,Protein.Names,Genes,Protein.Description,logFC,AveExpr,t,P.Value,adj.P.Val,B,Type,Label
1958,Q16854,Q16854,DGUOK_HUMAN,DGUOK,"Deoxyguanosine kinase, mitochondrial",0.024837539,20.9715532,0.508910596,0.622499355,0.975777495,-6.102975226,No Change,
1959,Q16864,Q16864,VATF_HUMAN,ATP6V1F,V-type proton ATPase subunit F,0.138920456,22.93526364,1.312268232,0.220447087,0.821262706,-5.399671266,No Change,
1960,Q16875,Q16875,F263_HUMAN,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",0.002034839,20.06786278,0.021571165,0.983239252,0.999039915,-6.238668254,No Change,
1961,Q16877,Q16877,F264_HUMAN,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",0.022837728,21.51141474,0.350189314,0.733885578,0.991575893,-6.174071294,No Change,
1962,Q16881,Q16881,TRXR1_HUMAN,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",-0.174920862,25.84500796,-1.06002178,0.315508679,0.87075872,-5.675007777,No Change,
1963,Q16890,Q16890,TPD53_HUMAN,TPD52L1,Tumor protein D53,-0.009330627,22.66338174,-0.266840531,0.795331336,0.996485993,-6.201159661,No Change,
1964,Q17R31,Q17R31,TATD3_HUMAN,TATDN3,Putative deoxyribonuclease TATDN3,0.043094695,21.52886698,0.85119946,0.415733093,0.921715369,-5.867835701,No Change,
1965,Q19AV6,Q19AV6,ZSWM7_HUMAN,ZSWIM7,Zinc finger SWIM domain-containing protein 7,-0.167313331,17.43118123,-1.020133276,0.333102586,0.882712729,-5.714464982,No Change,
1966,Q1KMD3,Q1KMD3,HNRL2_HUMAN,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,-0.020738027,20.68189654,-0.328633142,0.749608107,0.992310181,-6.181763225,No Change,
1967,Q1XH10,Q1XH10,SKDA1_HUMAN,SKIDA1,SKI/DACH domain-containing protein 1,0.034029763,17.02588563,0.394501756,0.701977716,0.990855583,-6.156769644,No Change,
1968,Q29RF7,Q29RF7,PDS5A_HUMAN,PDS5A,Sister chromatid cohesion protein PDS5 homolog A,0.043139654,18.98839398,1.029275477,0.32900614,0.877456155,-5.705526928,No Change,
1969,Q2KHR2,Q2KHR2,RFX7_HUMAN,RFX7,DNA-binding protein RFX7,-0.189803839,17.87044536,-2.911289952,0.016457192,0.544897433,-3.066664748,No Change,
1970,Q2KHR3,Q2KHR3,QSER1_HUMAN,QSER1,Glutamine and serine-rich protein 1,-0.005815297,17.7610616,-0.104118312,0.919254682,0.997839254,-6.233148608,No Change,
1971,Q2KHT3,Q2KHT3,CL16A_HUMAN,CLEC16A,Protein CLEC16A,0.106747199,20.36246457,1.418484798,0.188215807,0.795932658,-5.271707461,No Change,
1972,Q2M296,Q2M296,MTHSD_HUMAN,MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein,0.08664412,18.69823922,0.893721677,0.393690379,0.914279647,-5.831397167,No Change,
1973,Q2M2I8,Q2M2I8,AAK1_HUMAN,AAK1,AP2-associated protein kinase 1,-0.053112685,19.47523964,-1.050111739,0.319812223,0.87189994,-5.684921431,No Change,
1974,Q2M3G4,Q2M3G4,SHRM1_HUMAN,SHROOM1,Protein Shroom1,0.004995602,18.71246053,0.062470584,0.951491222,0.997839254,-6.236838941,No Change,
1975,Q2NKX8,Q2NKX8,ERC6L_HUMAN,ERCC6L,DNA excision repair protein ERCC-6-like,0.049848199,19.99224495,0.377335367,0.714270308,0.991575893,-6.1637091,No Change,
1976,Q2NL82,Q2NL82,TSR1_HUMAN,TSR1,Pre-rRNA-processing protein TSR1 homolog,-0.013683085,22.25230186,-0.157985742,0.877796923,0.997839254,-6.225647484,No Change,
1977,Q2Q1W2,Q2Q1W2,LIN41_HUMAN,TRIM71,E3 ubiquitin-protein ligase TRIM71,-0.034539836,21.38090189,-0.333685838,0.745911575,0.991575893,-6.180003017,No Change,
1978,Q2TAL8,Q2TAL8,QRIC1_HUMAN,QRICH1,Transcriptional regulator QRICH1,0.055745297,20.93429342,1.136904601,0.283620116,0.85016485,-5.595675296,No Change,
1979,Q2TAZ0,Q2TAZ0,ATG2A_HUMAN,ATG2A,Autophagy-related protein 2 homolog A,0.005091525,18.8127527,0.058616808,0.954479789,0.997839254,-6.237087249,No Change,
1980,Q2VPK5,Q2VPK5,CTU2_HUMAN,CTU2,Cytoplasmic tRNA 2-thiolation protein 2,-0.026212964,21.69235712,-0.747103088,0.47320325,0.941808153,-5.950559515,No Change,
1981,Q32M88,Q32M88,PGGHG_HUMAN,PGGHG,Protein-glucosylgalactosylhydroxylysine glucosidase,-0.009969645,20.39038748,-0.226595335,0.825570528,0.997839254,-6.211660138,No Change,
1982,Q32MZ4,Q32MZ4,LRRF1_HUMAN,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1,-0.002761307,23.31547149,-0.085704721,0.933491944,0.997839254,-6.235007411,No Change,
1983,Q32P44,Q32P44,EMAL3_HUMAN,EML3,Echinoderm microtubule-associated protein-like 3,-0.056208708,21.71739207,-1.502679296,0.165621582,0.767571641,-5.165827967,No Change,
1984,Q38SD2,Q38SD2,LRRK1_HUMAN,LRRK1,Leucine-rich repeat serine/threonine-protein kinase 1,-0.057483752,24.29054469,-1.787928442,0.105871826,0.703404725,-4.782123669,No Change,
1985,Q3KQU3,Q3KQU3,MA7D1_HUMAN,MAP7D1,MAP7 domain-containing protein 1,-0.378032297,18.23884483,-1.73510678,0.115184409,0.705077068,-4.855767861,No Change,
1986,Q3KRA6,Q3KRA6,CB076_HUMAN,C2orf76,UPF0538 protein C2orf76,-0.028004899,19.44234081,-0.562573893,0.586838075,0.963054812,-6.07330593,No Change,
1987,Q3KRA9,Q3KRA9,ALKB6_HUMAN,ALKBH6,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,-0.022156848,19.62298814,-0.264035932,0.797427714,0.996485993,-6.20194615,No Change,
1988,Q3LIE5,Q3LIE5,ADPRM_HUMAN,ADPRM,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,0.100759153,17.49739122,0.797184259,0.444936383,0.92739692,-5.911929101,No Change,
1989,Q3LXA3,Q3LXA3,TKFC_HUMAN,TKFC,Triokinase/FMN cyclase,-0.007016388,24.10596066,-0.214207477,0.83494214,0.997839254,-6.214551521,No Change,
1990,Q3MHD2,Q3MHD2,LSM12_HUMAN,LSM12,Protein LSM12,0.024355495,22.67617842,0.579773203,0.575645237,0.959864356,-6.063209528,No Change,
1991,Q3MIT2,Q3MIT2,PUS10_HUMAN,PUS10,tRNA pseudouridine synthase Pus10,0.027107501,20.0302707,0.84606201,0.418452862,0.921715369,-5.872136048,No Change,
1992,Q3V6T2,Q3V6T2,GRDN_HUMAN,CCDC88A,Girdin,-0.05708064,20.03863074,-0.771272803,0.459419422,0.936818887,-5.93219028,No Change,
1993,Q3YEC7,Q3YEC7,RABL6_HUMAN,RABL6,Rab-like protein 6,-0.002744127,23.52965504,-0.042292916,0.967146509,0.999039915,-6.23796387,No Change,
1994,Q499Z4,Q499Z4,ZN672_HUMAN,ZNF672,Zinc finger protein 672,-0.082542147,18.28942474,-1.904828831,0.087684112,0.69396713,-4.61558318,No Change,
1995,Q49A26,Q49A26,GLYR1_HUMAN,GLYR1,Cytokine-like nuclear factor N-PAC,0.420467297,18.85762122,3.187810475,0.010407169,0.544897433,-2.630676108,No Change,
1996,Q49AR2,Q49AR2,CE022_HUMAN,C5orf22,UPF0489 protein C5orf22,0.071575198,22.69697936,2.205262171,0.053523792,0.660320696,-4.169387756,No Change,
1997,Q49B96,Q49B96,COX19_HUMAN,COX19,Cytochrome c oxidase assembly protein COX19,-0.043231021,20.18489961,-0.749051197,0.472082501,0.941808153,-5.949098039,No Change,
1998,Q4G0F5,Q4G0F5,VP26B_HUMAN,VPS26B,Vacuolar protein sorting-associated protein 26B,-0.001617392,20.69795218,-0.03086998,0.976016248,0.999039915,-6.238408689,No Change,
1999,Q4G0N4,Q4G0N4,NAKD2_HUMAN,NADK2,"NAD kinase 2, mitochondrial",-0.029590884,22.95771104,-1.122105193,0.289553879,0.856465241,-5.611274023,No Change,
2000,Q4J6C6,Q4J6C6,PPCEL_HUMAN,PREPL,Prolyl endopeptidase-like,-0.042757446,21.52525472,-1.451168908,0.179146445,0.786731259,-5.231052103,No Change,
2001,Q4KMP7,Q4KMP7,TB10B_HUMAN,TBC1D10B,TBC1 domain family member 10B,-0.062158866,21.58561624,-1.08291775,0.305735593,0.859974907,-5.651827408,No Change,
2002,Q4L235,Q4L235,ACSF4_HUMAN,AASDH,Beta-alanine-activating enzyme,0.035295319,18.26276613,0.34539311,0.737372882,0.991575893,-6.175823912,No Change,
2003,Q4V328,Q4V328,GRAP1_HUMAN,GRIPAP1,GRIP1-associated protein 1,-0.042491436,21.26870124,-0.758227195,0.466826505,0.940710551,-5.942169035,No Change,
2004,Q4VC05,Q4VC05,BCL7A_HUMAN,BCL7A,B-cell CLL/lymphoma 7 protein family member A,-0.095327637,21.36752407,-1.682570665,0.125184283,0.713522757,-4.927926139,No Change,
2005,Q4VC31,Q4VC31,MIX23_HUMAN,MIX23,Protein MIX23,-0.016443172,24.14498516,-0.368269328,0.720797696,0.991575893,-6.167253294,No Change,
2006,Q52LJ0,Q52LJ0,FA98B_HUMAN,FAM98B,Protein FAM98B,-0.097455418,21.80100308,-2.183967166,0.055447797,0.66091027,-4.201715361,No Change,
2007,Q53EL6,Q53EL6,PDCD4_HUMAN,PDCD4,Programmed cell death protein 4,-0.014620282,21.08162825,-0.158993749,0.877024428,0.997839254,-6.225477864,No Change,
2008,Q53ET0,Q53ET0,CRTC2_HUMAN,CRTC2,CREB-regulated transcription coactivator 2,-0.104925262,18.86832788,-1.011837223,0.336852976,0.88630494,-5.722521002,No Change,
2009,Q53FA7,Q53FA7,QORX_HUMAN,TP53I3,Quinone oxidoreductase PIG3,0.00306034,22.48958409,0.076151816,0.940888311,0.997839254,-6.235829904,No Change,
2010,Q53FT3,Q53FT3,HIKES_HUMAN,HIKESHI,Protein Hikeshi,0.034026747,23.73148531,1.371044132,0.202079252,0.809578689,-5.32966646,No Change,
2011,Q53FZ2,Q53FZ2,ACSM3_HUMAN,ACSM3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",-0.024317108,23.13512957,-0.602330643,0.561145494,0.955287478,-6.049540596,No Change,
2012,Q53GS9,Q53GS9,UBP39_HUMAN,USP39,Ubiquitin carboxyl-terminal hydrolase 39,-0.003451989,20.34347017,-0.081207759,0.936972943,0.997839254,-6.235406671,No Change,
2013,Q53H47,Q53H47,SETMR_HUMAN,SETMAR,Histone-lysine N-methyltransferase SETMAR,-0.141822815,19.14811724,-1.723149186,0.117394171,0.707916317,-4.872289442,No Change,
2014,Q53H82,Q53H82,LACB2_HUMAN,LACTB2,Endoribonuclease LACTB2,0.029651999,24.50443006,0.902367627,0.389310923,0.911504447,-5.823805714,No Change,
2015,Q53H96,Q53H96,P5CR3_HUMAN,PYCR3,Pyrroline-5-carboxylate reductase 3,0.056571495,23.77919373,1.625372917,0.136960883,0.722940529,-5.00517228,No Change,
2016,Q53HC9,Q53HC9,EIPR1_HUMAN,EIPR1,EARP and GARP complex-interacting protein 1,0.038316571,22.46093298,1.346562511,0.209566662,0.814616529,-5.359072866,No Change,
2017,Q53QV2,Q53QV2,LBH_HUMAN,LBH,Protein LBH,0.072656376,20.65231993,1.007408974,0.338867759,0.88630494,-5.726799687,No Change,
2018,Q53S33,Q53S33,BOLA3_HUMAN,BOLA3,BolA-like protein 3,0.024953535,21.0744937,0.450646304,0.662419805,0.985058419,-6.13199901,No Change,
2019,Q562R1,Q562R1,ACTBL_HUMAN,ACTBL2,Beta-actin-like protein 2,-0.009772224,19.61111712,-0.160326044,0.87600362,0.997839254,-6.225252029,No Change,
2020,Q58WW2,Q58WW2,DCAF6_HUMAN,DCAF6,DDB1- and CUL4-associated factor 6,0.007096028,21.38805787,0.156850272,0.878667264,0.997839254,-6.225837267,No Change,
2021,Q5BKU9,Q5BKU9,OXLD1_HUMAN,OXLD1,Oxidoreductase-like domain-containing protein 1,-0.169528769,19.09636535,-1.504422365,0.165179944,0.767571641,-5.163596882,No Change,
2022,Q5BKX5,Q5BKX5,ACTMP_HUMAN,ACTMAP,Actin maturation protease,-0.143746719,19.18578653,-2.870062479,0.017627926,0.553742992,-3.131807257,No Change,
2023,Q5EBL4,Q5EBL4,RIPL1_HUMAN,RILPL1,RILP-like protein 1,0.055199309,20.23132669,0.719430562,0.489306679,0.942610067,-5.970954643,No Change,
2024,Q5EBL8,Q5EBL8,PDZ11_HUMAN,PDZD11,PDZ domain-containing protein 11,-0.087967553,17.84147864,-0.586625663,0.571218758,0.959864356,-6.059108309,No Change,
2025,Q5EBM0,Q5EBM0,CMPK2_HUMAN,CMPK2,"UMP-CMP kinase 2, mitochondrial",0.008289309,19.66560461,0.304282617,0.767515459,0.993297111,-6.1898779,No Change,
2026,Q5GLZ8,Q5GLZ8,HERC4_HUMAN,HERC4,Probable E3 ubiquitin-protein ligase HERC4,-0.024641279,21.24596586,-0.669796708,0.519037636,0.950985604,-6.005806263,No Change,
2027,Q5H9R7,Q5H9R7,PP6R3_HUMAN,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,0.037471826,23.77313867,0.610640042,0.555856554,0.955287478,-6.044384004,No Change,
2028,Q5HYK3,Q5HYK3,COQ5_HUMAN,COQ5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.034849732,20.70692896,0.484019203,0.639406286,0.976675877,-6.115784391,No Change,
2029,Q5JPI3,Q5JPI3,CC038_HUMAN,C3orf38,Uncharacterized protein C3orf38,0.020766956,18.91324912,0.296559443,0.773226036,0.994627544,-6.192323846,No Change,
2030,Q5JRX3,Q5JRX3,PREP_HUMAN,PITRM1,"Presequence protease, mitochondrial",0.115004241,22.77470669,2.6226962,0.02665716,0.600896957,-3.522010366,No Change,
2031,Q5JS37,Q5JS37,NHLC3_HUMAN,NHLRC3,NHL repeat-containing protein 3,0.224656621,19.0303023,1.349489598,0.208659293,0.814616529,-5.355575366,No Change,
2032,Q5JS54,Q5JS54,PSMG4_HUMAN,PSMG4,Proteasome assembly chaperone 4,-0.073382086,23.84367085,-2.480323243,0.033832022,0.609226654,-3.745102844,No Change,
2033,Q5JSH3,Q5JSH3,WDR44_HUMAN,WDR44,WD repeat-containing protein 44,0.019787339,21.59410748,0.524552215,0.6119918,0.969217784,-6.094615757,No Change,
2034,Q5JSZ5,Q5JSZ5,PRC2B_HUMAN,PRRC2B,Protein PRRC2B,-0.100429395,18.26856264,-1.524457809,0.16017727,0.759830205,-5.13784214,No Change,
2035,Q5JTD0,Q5JTD0,TJAP1_HUMAN,TJAP1,Tight junction-associated protein 1,-0.042603234,21.25694565,-0.75447787,0.46896953,0.941362196,-5.945009224,No Change,
2036,Q5JTJ3,Q5JTJ3,COA6_HUMAN,COA6,Cytochrome c oxidase assembly factor 6 homolog,-0.043103289,22.56381536,-1.061174334,0.315011058,0.870593919,-5.673850094,No Change,
2037,Q5JTZ9,Q5JTZ9,SYAM_HUMAN,AARS2,"Alanine--tRNA ligase, mitochondrial",0.007045588,21.14278148,0.097981355,0.923996648,0.997839254,-6.233808102,No Change,
2038,Q5JXC2,Q5JXC2,MIIP_HUMAN,MIIP,Migration and invasion-inhibitory protein,0.073950006,16.41501514,0.400399838,0.697774859,0.990371861,-6.154316499,No Change,
2039,Q5MIZ7,Q5MIZ7,P4R3B_HUMAN,PPP4R3B,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,-0.030404038,21.90989568,-0.554050776,0.592427985,0.96468751,-6.078204138,No Change,
2040,Q5MNZ6,Q5MNZ6,WIPI3_HUMAN,WDR45B,WD repeat domain phosphoinositide-interacting protein 3,0.050724462,21.05415882,1.316775355,0.218990676,0.81855738,-5.394375862,No Change,
2041,Q5PRF9,Q5PRF9,SMAG2_HUMAN,SAMD4B,Protein Smaug homolog 2,0.002036228,19.27761297,0.041843801,0.967495159,0.999039915,-6.237983981,No Change,
2042,Q5QP82,Q5QP82,DCA10_HUMAN,DCAF10,DDB1- and CUL4-associated factor 10,0.007260956,21.29542859,0.232517154,0.821100693,0.997839254,-6.21022119,No Change,
2043,Q5R372,Q5R372,RBG1L_HUMAN,RABGAP1L,Rab GTPase-activating protein 1-like,-0.052958038,18.82923823,-0.725445172,0.485777562,0.942448852,-5.966579975,No Change,
2044,Q5R3I4,Q5R3I4,TTC38_HUMAN,TTC38,Tetratricopeptide repeat protein 38,0.080101589,21.45033161,1.092968338,0.301520008,0.859733732,-5.64153149,No Change,
2045,Q5RKV6,Q5RKV6,EXOS6_HUMAN,EXOSC6,Exosome complex component MTR3,-0.03715557,23.12873978,-0.744781519,0.474541076,0.941808153,-5.952296767,No Change,
2046,Q5SW79,Q5SW79,CE170_HUMAN,CEP170,Centrosomal protein of 170 kDa,-0.097779224,20.81044125,-2.557274609,0.029743161,0.604458593,-3.624728295,No Change,
2047,Q5SXM8,Q5SXM8,DNLZ_HUMAN,DNLZ,DNL-type zinc finger protein,-0.071180115,20.64803,-1.46997428,0.174101464,0.78348185,-5.207400643,No Change,
2048,Q5SYC1,Q5SYC1,CLVS2_HUMAN,CLVS2,Clavesin-2,-0.082941383,18.34137836,-0.716941778,0.490771688,0.943320519,-5.972755335,No Change,
2049,Q5T013,Q5T013,HYI_HUMAN,HYI,Putative hydroxypyruvate isomerase,0.059112548,18.89093229,0.736720222,0.479205239,0.941808153,-5.958291931,No Change,
2050,Q5T0F9,Q5T0F9,C2D1B_HUMAN,CC2D1B,Coiled-coil and C2 domain-containing protein 1B,0.004068628,19.4209058,0.058897606,0.954262007,0.997839254,-6.23706969,No Change,
2051,Q5T1C6,Q5T1C6,THEM4_HUMAN,THEM4,Acyl-coenzyme A thioesterase THEM4,0.028164956,22.22240437,0.723483497,0.486926822,0.942610067,-5.968010346,No Change,
2052,Q5T1M5,Q5T1M5,FKB15_HUMAN,FKBP15,FK506-binding protein 15,0.138830892,17.69264905,0.836024497,0.423801863,0.921715369,-5.880473845,No Change,
2053,Q5T2R2,Q5T2R2,DPS1_HUMAN,PDSS1,All trans-polyprenyl-diphosphate synthase PDSS1,0.044001905,20.17945343,0.75803797,0.46693451,0.940710551,-5.942312674,No Change,
2054,Q5T440,Q5T440,CAF17_HUMAN,IBA57,"Putative transferase CAF17, mitochondrial",-0.022168321,21.54349751,-0.595806423,0.565317988,0.95585167,-6.053543635,No Change,
2055,Q5T447,Q5T447,HECD3_HUMAN,HECTD3,E3 ubiquitin-protein ligase HECTD3,-0.035202131,20.40512269,-0.599546452,0.562923968,0.955287478,-6.051253807,No Change,
2056,Q5T4S7,Q5T4S7,UBR4_HUMAN,UBR4,E3 ubiquitin-protein ligase UBR4,-0.021973345,24.25743949,-0.166543755,0.871242808,0.997839254,-6.224173302,No Change,
2057,Q5T5C0,Q5T5C0;Q9Y2K9,STXB5_HUMAN,STXBP5,Syntaxin-binding protein 5,-0.062368987,21.6086334,-1.944354002,0.082226737,0.69396713,-4.558262995,No Change,
2058,Q5T5J6,Q5T5J6,SWT1_HUMAN,SWT1,Transcriptional protein SWT1,-0.054498721,15.5969528,-0.398160711,0.699369155,0.990371861,-6.155251943,No Change,
2059,Q5T653,Q5T653,RM02_HUMAN,MRPL2,Large ribosomal subunit protein uL2m,-0.03696568,23.8650793,-0.733282759,0.481202955,0.941808153,-5.960830767,No Change,
2060,Q5T6F2,Q5T6F2,UBAP2_HUMAN,UBAP2,Ubiquitin-associated protein 2,-0.108679805,22.45767201,-2.014084008,0.073372091,0.692420786,-4.456018458,No Change,
2061,Q5T6S3,Q5T6S3,PHF19_HUMAN,PHF19,PHD finger protein 19,-0.126914281,18.98572978,-2.154247564,0.058245215,0.668805649,-4.246678015,No Change,
2062,Q5T6V5,Q5T6V5,QNG1_HUMAN,QNG1,Queuosine 5'-phosphate N-glycosylase/hydrolase,-0.021553294,22.65714176,-0.16883867,0.869486986,0.997839254,-6.223764845,No Change,
2063,Q5T8P6,Q5T8P6,RBM26_HUMAN,RBM26,RNA-binding protein 26,-0.064102883,19.60176426,-1.120160885,0.290340632,0.856721486,-5.613311898,No Change,
2064,Q5TA45,Q5TA45,INT11_HUMAN,INTS11,Integrator complex subunit 11,-0.020830743,21.74081289,-0.441759056,0.668612879,0.986568898,-6.136130436,No Change,
2065,Q5TAQ9,Q5TAQ9,DCAF8_HUMAN,DCAF8,DDB1- and CUL4-associated factor 8,-0.026714348,23.56125546,-0.379327321,0.712839373,0.991575893,-6.162919188,No Change,
2066,Q5TAX3,Q5TAX3,TUT4_HUMAN,TUT4,Terminal uridylyltransferase 4,0.141751365,21.43479575,1.368257702,0.202919857,0.811257997,-5.333030953,No Change,
2067,Q5TC12,Q5TC12,ATPF1_HUMAN,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,-0.053892405,22.21500144,-1.808207926,0.102484571,0.699584397,-4.753573164,No Change,
2068,Q5TC82,Q5TC82;Q9HBD1,RC3H1_HUMAN,RC3H1,Roquin-1,-0.275299552,18.31692529,-2.45334148,0.035394178,0.622226421,-3.787173136,No Change,
2069,Q5TDH0,Q5TDH0,DDI2_HUMAN,DDI2,Protein DDI1 homolog 2,0.016239417,23.8829304,0.344932639,0.737708023,0.991575893,-6.175990938,No Change,
2070,Q5TFE4,Q5TFE4,NT5D1_HUMAN,NT5DC1,5'-nucleotidase domain-containing protein 1,0.021827903,23.38446152,0.484671229,0.638960556,0.976675877,-6.115456625,No Change,
2071,Q5THK1,Q5THK1,PR14L_HUMAN,PRR14L,Protein PRR14L,-0.201685251,17.06200081,-2.09217551,0.064533386,0.67119452,-4.33996644,No Change,
2072,Q5U5X0,Q5U5X0,LYRM7_HUMAN,LYRM7,Complex III assembly factor LYRM7,-0.009872029,21.84912045,-0.175907517,0.864083423,0.997839254,-6.222471807,No Change,
2073,Q5VSL9,Q5VSL9,STRP1_HUMAN,STRIP1,Striatin-interacting protein 1,0.037741422,20.57930309,0.608271184,0.557361441,0.955287478,-6.045860691,No Change,
2074,Q5VT25,Q5VT25,MRCKA_HUMAN,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,0.011092269,19.95511429,0.256320347,0.8032037,0.996485993,-6.20406758,No Change,
2075,Q5VT52,Q5VT52,RPRD2_HUMAN,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,0.019240322,19.85278583,0.39969063,0.69827966,0.990371861,-6.154613334,No Change,
2076,Q5VTB9,Q5VTB9,RN220_HUMAN,RNF220,E3 ubiquitin-protein ligase RNF220,0.030123939,19.88974051,0.559392596,0.588921206,0.96468751,-6.075142376,No Change,
2077,Q5VTE6,Q5VTE6,ANGE2_HUMAN,ANGEL2,Protein angel homolog 2,-0.097373756,19.55531449,-2.108768253,0.062791324,0.668805649,-4.315114882,No Change,
2078,Q5VTR2,Q5VTR2,BRE1A_HUMAN,RNF20,E3 ubiquitin-protein ligase BRE1A,-0.038898486,20.80061937,-0.451165967,0.662058503,0.984901559,-6.131754998,No Change,
2079,Q5VU43,Q5VU43,MYOME_HUMAN,PDE4DIP,Myomegalin,0.033318635,21.21274323,0.573378974,0.579792688,0.959864356,-6.066996122,No Change,
2080,Q5VUM1,Q5VUM1,SDHF4_HUMAN,SDHAF4,"Succinate dehydrogenase assembly factor 4, mitochondrial",0.059654771,18.64872328,0.248470372,0.809093179,0.997441158,-6.206162309,No Change,
2081,Q5VV52,Q5VV52,ZN691_HUMAN,ZNF691,Zinc finger protein 691,-0.222613579,18.59083458,-1.629938105,0.135985567,0.722940529,-4.999059329,No Change,
2082,Q5VVQ6,Q5VVQ6,OTU1_HUMAN,YOD1,Ubiquitin thioesterase OTU1,-0.052588931,22.55211373,-1.501212682,0.165993977,0.767571641,-5.167704001,No Change,
2083,Q5VW32,Q5VW32,BROX_HUMAN,BROX,BRO1 domain-containing protein BROX,-0.032340812,22.69190847,-0.736840835,0.47913524,0.941808153,-5.958202658,No Change,
2084,Q5VWN6,Q5VWN6,TASO2_HUMAN,TASOR2,Protein TASOR 2,-0.396883035,21.12033605,-3.401594976,0.007333212,0.50560762,-2.296336147,No Change,
2085,Q5VWQ0,Q5VWQ0,RSBN1_HUMAN,RSBN1,Lysine-specific demethylase 9,0.008405488,19.26983368,0.14193443,0.890115723,0.997839254,-6.228203837,No Change,
2086,Q5VWZ2,Q5VWZ2,LYPL1_HUMAN,LYPLAL1,Lysophospholipase-like protein 1,0.038828555,23.79073911,0.914893936,0.383027403,0.909034652,-5.812699111,No Change,
2087,Q5VYK3,Q5VYK3,ECM29_HUMAN,ECPAS,Proteasome adapter and scaffold protein ECM29,-0.021432007,24.57179333,-0.598128473,0.563830955,0.955287478,-6.052123521,No Change,
2088,Q5VZK9,Q5VZK9,CARL1_HUMAN,CARMIL1,F-actin-uncapping protein LRRC16A,0.031568468,20.42821919,0.666220124,0.521221451,0.950985604,-6.008230808,No Change,
2089,Q5VZL5,Q5VZL5,ZMYM4_HUMAN,ZMYM4,Zinc finger MYM-type protein 4,-0.032043013,17.87400288,-0.34219522,0.739701572,0.991575893,-6.176979395,No Change,
2090,Q5W0A0,Q5W0A0,ERI6B_HUMAN,ERICH6B,Glutamate-rich protein 6B,0.02138162,16.78524216,0.25667896,0.802934956,0.996485993,-6.203970352,No Change,
2091,Q5W0V3,Q5W0V3,FHI2A_HUMAN,FHIP2A,FHF complex subunit HOOK interacting protein 2A,0.131479971,18.71720223,1.520592532,0.161131902,0.761175241,-5.142826439,No Change,
